LGA_CODE16,LGA_NAME16,STE_CODE16,STE_NAME16,AREASQKM16
59170,Williams (S),5,Western Australia,2304.711899999999787
59250,Wiluna (S),5,Western Australia,181297.338199999998324
59310,Wongan-Ballidu (S),5,Western Australia,3365.067500000000109
59320,Woodanilling (S),5,Western Australia,1128.834800000000087
59330,Wyalkatchem (S),5,Western Australia,1594.488499999999931
59340,Wyndham-East Kimberley (S),5,Western Australia,112065.984299999996438
59350,Yalgoo (S),5,Western Australia,27949.464100000001054
59360,Yilgarn (S),5,Western Australia,30428.764999999999418
59370,York (S),5,Western Australia,2131.591600000000199
59499,No usual address (WA),5,Western Australia,0.000000000000000
59799,Migratory - Offshore - Shipping (WA),5,Western Australia,0.000000000000000
60210,Break O'Day (M),6,Tasmania,3523.885900000000220
60410,Brighton (M),6,Tasmania,171.159899999999993
60610,Burnie (C),6,Tasmania,610.952900000000000
60810,Central Coast (M) (Tas.),6,Tasmania,933.089200000000005
61010,Central Highlands (M) (Tas.),6,Tasmania,7982.415500000000065
61210,Circular Head (M),6,Tasmania,4898.011000000000422
61410,Clarence (C),6,Tasmania,377.955199999999991
61510,Derwent Valley (M),6,Tasmania,4108.102100000000064
61610,Devonport (C),6,Tasmania,111.259000000000000
61810,Dorset (M),6,Tasmania,3230.545599999999922
62010,Flinders (M) (Tas.),6,Tasmania,1996.624399999999923
62210,George Town (M),6,Tasmania,653.437699999999950
62410,Glamorgan/Spring Bay (M),6,Tasmania,2591.561799999999948
62610,Glenorchy (C),6,Tasmania,121.148300000000006
62810,Hobart (C),6,Tasmania,77.909700000000001
63010,Huon Valley (M),6,Tasmania,5507.354099999999562
63210,Kentish (M),6,Tasmania,1156.188699999999926
63410,King Island (M),6,Tasmania,1095.740700000000061
63610,Kingborough (M),6,Tasmania,720.102899999999977
63810,Latrobe (M) (Tas.),6,Tasmania,600.461699999999951
64010,Launceston (C),6,Tasmania,1413.630599999999959
64210,Meander Valley (M),6,Tasmania,3330.814499999999953
64610,Northern Midlands (M),6,Tasmania,5135.250299999999697
64810,Sorell (M),6,Tasmania,583.676100000000019
65010,Southern Midlands (M),6,Tasmania,2615.493399999999838
65210,Tasman (M),6,Tasmania,660.496200000000044
65410,Waratah/Wynyard (M),6,Tasmania,3535.907499999999800
65610,West Coast (M),6,Tasmania,9583.538800000000265
65810,West Tamar (M),6,Tasmania,691.147000000000048
69499,No usual address (Tas.),6,Tasmania,0.000000000000000
69799,Migratory - Offshore - Shipping (Tas.),6,Tasmania,0.000000000000000
70200,Alice Springs (T),7,Northern Territory,327.713300000000004
70420,Barkly (R),7,Northern Territory,322713.218799999973271
70540,Belyuen (S),7,Northern Territory,41.405400000000000
70620,Central Desert (R),7,Northern Territory,281312.026200000022072
70700,Coomalie (S),7,Northern Territory,2056.054700000000139
71000,Darwin (C),7,Northern Territory,111.272499999999994
71300,East Arnhem (R),7,Northern Territory,33309.933400000001711
72200,Katherine (T),7,Northern Territory,7416.644400000000132
72300,Litchfield (M),7,Northern Territory,2903.145899999999983
72330,MacDonnell (R),7,Northern Territory,268329.347400000027847
72800,Palmerston (C),7,Northern Territory,52.655900000000003
73600,Roper Gulf (R),7,Northern Territory,185210.247499999997672
74050,Tiwi Islands (R),7,Northern Territory,7483.166100000000370
74550,Victoria Daly (R),7,Northern Territory,153287.083899999997811
74560,Wagait (S),7,Northern Territory,5.637800000000000
74660,West Arnhem (R),7,Northern Territory,49675.034299999999348
74680,West Daly (R),7,Northern Territory,14069.697899999999208
79399,Unincorporated NT,7,Northern Territory,19790.042700000001787
79499,No usual address (NT),7,Northern Territory,0.000000000000000
79799,Migratory - Offshore - Shipping (NT),7,Northern Territory,0.000000000000000
89399,Unincorporated ACT,8,Australian Capital Territory,2358.172000000000025
89499,No usual address (ACT),8,Australian Capital Territory,0.000000000000000
89799,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,0.000000000000000
99399,Unincorp. Other Territories,9,Other Territories,256.316199999999981
99499,No usual address (OT),9,Other Territories,0.000000000000000
99799,Migratory - Offshore - Shipping (OT),9,Other Territories,0.000000000000000
